title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Python C++开发,淄博,python,本科,经验不限,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[3000, 5000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1""]",consultant,于女士,0,里丰科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230425/7bf6f160950405e983686a8e99ed853a7ac9a03750c744e52c27fb1d9b83e3f83345cc3ba7ab1eb7.jpg?x-oss-process=image/resize,w_100,limit_0",电力/热力/燃气/水利,未融资,"[20, 99]",https://www.zhipin.com/job_detail/0c8a1f8aeb623f4b1Xd93tS4GVRX.html?lid=2EkoQGq6XhW.search.12&securityId=hekRnrZ6Qgan8-81xzeMoBPGZ-YUnZI5Qlw4X0PI5LiFkK0Q8pjMVaoiAUoM-5pQ6M_O_tIR4c2l4XVMAc2wMDl9c6lWQbyrJW-TRkYA-1nFcT7HYw~~&sessionId=,https://www.zhipin.com/gongsi/567f1ccbcf02ea6a1XV62d21FVQ~.html,张店区
python 后端开发,武汉,python,学历不限,经验不限,"[""\u540e\u7aef"", ""Python""]","[10000, 15000]",0薪,"[""\u56e2\u5efa\u805a\u9910"", ""\u52a0\u73ed\u8865\u52a9"", ""\u610f\u5916\u9669"", ""\u4ea4\u901a\u8865\u52a9"", ""\u751f\u65e5\u798f\u5229"", ""\u7ed3\u5a5a\u751f\u5b50\u793c\u91d1"", ""\u5458\u5de5\u65c5\u6e38"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4e94\u9669\u4e00\u91d1"", ""\u901a\u8baf\u8865\u8d34"", ""\u5168\u52e4\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u8d85\u957f\u5e74\u504715\u5929"", ""\u514d\u8d39\u6587\u5316\u886b"", ""\u5e74\u7ec8\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229""]",人力经理,李女士,0,极验,"https://img.bosszhipin.com/beijin/mcs/bar/20191216/88ad1ead57d84dc1876bc2c98022e2debe1bd4a3bd2a63f070bdbdada9aad826.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,B轮,"[100, 499]",https://www.zhipin.com/job_detail/5e1d7d9c4f72c9b71HR-3t--GVRW.html?lid=2EkoQGq6XhW.search.13&securityId=XwL9dF3t292wZ-J1EPCICB-FyOPL-0o6PeuZBBcALseVW1o4LWQbbg1z6dfD8AVPm-JLSmVE_Yws7sPeX-0xyfWBdj1QBlYc7D04gooOR_r19fy4&sessionId=,https://www.zhipin.com/gongsi/726e816390f84c021XB_3dU~.html,硚口区
Python WEB开发,上海,python,本科,1-3年,"[""Python"", ""Redis"", ""MySQL"", ""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u641c\u7d22\u5f15\u64ce\u6280\u672f"", """", """"]","[8000, 12000]",0薪,"[""\u4e94\u9669\u4e00\u91d1""]",经理,尹女士,0,麦开信息,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/0004f592ce1981ab1nZ709i5GVtT.html?lid=2EkoQGq6XhW.search.14&securityId=sypV_FjgTESxS-t1zoi_EMi_Pb0h0bu1QQSvuygBv9-ti-UFK5_34ka52SYS6w8hEpOmgvzoQBlxvuut9FDbZfmYzGte2tQi14MssTccmmYkAvRFPQ~~&sessionId=,https://www.zhipin.com/gongsi/0785f114b190ca941XNy2tm1Fg~~.html,徐汇区
Python 、Java、Go 中级工程师,北京,python,本科,1-3年,"[""Java"", ""Python"", ""GO""]","[15000, 22000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u901a\u8baf\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229""]",Python 工程师,张先生,0,Veritas,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20161019/a39c3fd75e95300a1616913c0c4188c0d72189bb62a4e392673328bb01e4072f.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/384c95ab825eac8603Z-29-9FlE~.html?lid=2EkoQGq6XhW.search.15&securityId=jwr1TG3qatmqc-_1ZQjuPqOGRldHnaxXEpTYFgq2-0d7ZU0binA_KfLCR7jgNvyp4ZSFIeTu5CPZY-a0OEjJ0iTTwDbPwCam0u_fqwPEj84F8w~~&sessionId=,https://www.zhipin.com/gongsi/8a6dea8e3e856f371HV63ti9.html,海淀区
PYTHON 后端工程师,北京,python,本科,1-3年,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c""]","[15000, 25000]",15薪,"[""\u5de5\u9f84\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u52a0\u73ed\u8865\u52a9"", ""\u8282\u5047\u65e5\u52a0\u73ed\u8d39"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u80a1\u7968\u671f\u6743"", ""\u610f\u5916\u9669"", ""\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u7ee9\u6548\u5956\u91d1"", ""\u591c\u73ed\u8865\u52a9"", ""\u5e74\u7ec8\u5956"", ""\u4f01\u4e1a\u5e74\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u5168\u52e4\u5956""]",产品经理,申先生,0,万能青年,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230608/7bf6f160950405e928abfec66254fcdcfd527ae4bc56e67a3f9207f8f8e5cc7faba06be7843b2171.png?x-oss-process=image/resize,w_100,limit_0",游戏,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/75503086dc8d43b71X162d--FlRQ.html?lid=2EkoQGq6XhW.search.16&securityId=a4C6Y2fGwU0TQ-_1m5OQiLV1Y7Z889PBytG-_4s85G4HTx74VKZl9TS0AdbcDDGys4Q5OX1WHPltnwOGbSNTv2BZyPelFsgPnM-xx3DEe8gp-pTcepPx&sessionId=,https://www.zhipin.com/gongsi/f159383770868f681XNy2d-6FlI~.html,朝阳区
Python 初级开发工程师,北京,python,大专,1-3年,"[""\u5bb9\u5668\u6280\u672f"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""Django"", ""Flask""]","[8000, 12000]",0薪,无,招聘者,宋先生,0,巨锝数据,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170822/a5611b32e32b7c11e0ad86df6794e8b8cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,未融资,"[0, 20]",https://www.zhipin.com/job_detail/94f163bc8bb032801XZ409W5EFdX.html?lid=2EkoQGq6XhW.search.17&securityId=C9IdURiZbfSwJ-e1xVmW6zFF5hAcyg2LU3dNMkjrn6G5t3rutvBHqu0L9WA4zNTGckLhywZLDuCrs8NMJEJcO5_-82sl4bryNzJt5leMcgyaFSfM&sessionId=,https://www.zhipin.com/gongsi/328929e483102a6e3nN629i1.html,朝阳区
Python 开发工程师,上海,python,本科,3-5年,"[""Python"", ""Pandas"", ""Numpy"", ""Flask"", ""MySQL"", """"]","[15000, 23000]",14薪,"[""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u9910\u8865"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",CEO,陈先生,0,TacFinTech,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160926/6ec397a9221ada590836d344b02610759c62688ccb4b9f2d532c7b88d2987bb5.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[20, 99]",https://www.zhipin.com/job_detail/da0ba0187aa4e1011HF60tS1FlpT.html?lid=2EkoQGq6XhW.search.18&securityId=u8z4rgjCVyfGr-r19RmdnXMuye_GblaGC-s5vu1J1i0mt6dgUIIFSjsTT7RF79ui9aXcT6TrTZtnZkQcYyYibVGTVKEJA-VVqlAfvv-dhQaoNG-E&sessionId=,https://www.zhipin.com/gongsi/baf08eba6d1b51f81HFy2t27.html,浦东新区
PYTHON 开发工程师（企业内部系统）,北京,python,本科,经验不限,"[""\u540e\u7aef\u5f00\u53d1"", ""\u5168\u6808\u5f00\u53d1"", ""\u5bb9\u5668\u6280\u672f"", ""Django"", ""Flask"", ""Tornado"", """", """"]","[20000, 40000]",15薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u5e26\u85aa\u5e74\u5047"", ""\u514d\u8d39\u73ed\u8f66"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u6280\u672f\u6c1b\u56f4\u597d"", ""\u4f4f\u623f\u8865\u8d34"", ""\u9910\u8865"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",质量管理/测试,李先生,0,Aibee,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180410/4f0d9f654f5ed0621e3b36005b7a7f46cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,B轮,"[500, 999]",https://www.zhipin.com/job_detail/299f41566784c1131nV43ty5EVtT.html?lid=2EkoQGq6XhW.search.19&securityId=Hfgk7rTD1akk5-k1nhmnZI8uB2O5fNpAt0Ib6RyLm54uVr56V5BKQZVXlB31P2GfORQ_omAKZYWJeiZNo8ONtOk8dPpYeBj8is_B3y54FKJbcvyK&sessionId=,https://www.zhipin.com/gongsi/be81a722c98789f61nN-2ty0GA~~.html,海淀区
Python web 开发工程师,上海,python,本科,3-5年,"[""\u540e\u7aef"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u5168\u6808\u5f00\u53d1\u7ecf\u9a8c""]","[12000, 16000]",0薪,"[""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u4e94\u9669\u4e00\u91d1"", ""\u591c\u73ed\u8865\u52a9""]",招聘专员,李女士,0,车艺尚,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180403/63ed94d3c0d30498845abaca2ccb793719955329a2e870fbe32d816500951e3a.jpg?x-oss-process=image/resize,w_100,limit_0",汽车后市场,未融资,"[100, 499]",https://www.zhipin.com/job_detail/0a0716448978609d1XJy3dW5EVRW.html?lid=2EkoQGq6XhW.search.20&securityId=13jHOd_f9jHi1-T1MBWiWGsmPx8Y7hZPl963AStdlUIX7F_P3SPsIR9GMNKr685LtDnuWPDiSf7HQ5y-vcr9KKKLwha_DFf_B6a9LOA1g0PD24-srw~~&sessionId=,https://www.zhipin.com/gongsi/6be4ce21688d241b1nN709q6GQ~~.html,浦东新区
python web后端开发工程师,深圳,python,本科,1-3年,"[""\u540e\u7aef"", ""Python"", ""Django"", ""Tornado"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", """", """"]","[11000, 14000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u793e\u4fdd""]",HR,陈先生,0,蓝因机器人,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201016/a5435b127ae2bf56e2449dd76ee2a7783279738f17c53a381077aab8f20fd6d1_s.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/6388e600de501d1c1XB52NW_E1FT.html?lid=2EkoQGq6XhW.search.21&securityId=NIx57WIFq5w3N-X1kDUyIe4a3RAM8TDTlqe8O69IkCQ4J3pjSOlMSf50AO4opDP-Nul5Anm0OxwM7i0SZ6yUT4wWLPx9SDDu4zIvoNRWY5yajDcLJOJw&sessionId=,https://www.zhipin.com/gongsi/063060142d67242a1nZ539u9EVs~.html,南山区
Python Web 开发工程师,北京,python,本科,3-5年,"[""\u540e\u7aef"", ""Python"", ""Golang"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", """"]","[15000, 25000]",0薪,无,HR,刘女士,0,华医科睿,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗健康,未融资,"[20, 99]",https://www.zhipin.com/job_detail/283a354557e82d951HRz39u_GVNU.html?lid=2EkoQGq6XhW.search.22&securityId=hJFV-MzL-Lhm7-K1r8Hoov8kXXOt0JL1HVAcPfCqSWGjjdF1WNwy3wlcPiF4eWmMTC3oqWtjUNKjo-RSgzYtJUbTng45lqE459j1nMhp1y5zwFNY0Sc~&sessionId=,https://www.zhipin.com/gongsi/524ee82b12439b501X1z39W6FVo~.html,海淀区
Python Web开发工程师(J11568),成都,python,本科,3-5年,"[""Python"", ""Django"", ""Tornado"", ""Flask"", ""MongoDB"", ""Redis""]","[12000, 16000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5168\u52e4\u5956"", ""\u901a\u8baf\u8865\u8d34"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e26\u85aa\u5e74\u5047"", ""\u6625\u8282\u5047\u671f"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u9910\u8865"", ""\u8282\u65e5\u798f\u5229"", ""\u80a1\u7968\u671f\u6743"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4ea4\u901a\u8865\u52a9"", ""\u516b\u9669\u4e00\u91d1""]",hrbp,祝女士,0,北京知道创宇,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160503/f1f3e18afd70b6302e37c1faa2cd89a0e48445e0ae1cc9fe8d33dad7b07fbb18.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,C轮,"[1000, 9999]",https://www.zhipin.com/job_detail/cbc90347e7c550691HJ42du_EVtT.html?lid=2EkoQGq6XhW.search.23&securityId=x1IqTgLJhBxrn-I1JhTaNq8HwIfspKIHQjMs8GLHVlNAZ6NBSqu3bvE8QOp-CSmgVk11jgFCEbsbNMPJ0wrR5BKdT81hrsJbnbKL09N3esAeFzD3&sessionId=,https://www.zhipin.com/gongsi/d272aa0ee2b0eaa41XRz09y1.html,武侯区
高薪 python 开发工程师 兼职也可以 没难度,成都,python,学历不限,1-3年,"[""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u4e2d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", """"]","[20000, 30000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5b9a\u671f\u4f53\u68c0""]",HR,卢女士,0,四川上氏企业管理...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",咨询,未融资,"[20, 99]",https://www.zhipin.com/job_detail/dffa3b5404be07521XV-2tu1FlNU.html?lid=2EkoQGq6XhW.search.24&securityId=Nol1TTbIkrIjV-q1_5RFsIACkGaiXafXXlJzUgeGAhfxD3KPdt--CzMxtkQT-Qk8Ev7NOrSYKNG8RbSEW8Ue3w_q6isDIIIf4rLF9IsYoECnWqrIaJo~&sessionId=,https://www.zhipin.com/gongsi/9d1938f868228b5c1nF83N-8FFc~.html,武侯区
python 工程师【只面一轮 急岗 近期报道】,杭州,python,本科,1-3年,"[""Python"", ""Pandas"", ""MySQL"", ""MongoDB"", ""Redis"", """", """", """", """"]","[10000, 15000]",13薪,无,人事总监,杨女士,0,大智汇科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240726/7bf6f160950405e945dd2290c113285ecbab969f511b4343b6cf1c9db345f5c50811bbdd85429cc7.png.webp?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/b62d3218ea8f0de41HF83tq7EVVT.html?lid=2EkoQGq6XhW.search.25&securityId=cFd3Kmq2aK0w1-I1v0oxTvqRPq-7g6dENSaleMCGC5OtWynz2vHoOpfqlkR4lXHCWz5ceCPQPs1SdLWur96Lkl-iUAx3hogCp2dxaizrMQkM3ejfHEk~&sessionId=,https://www.zhipin.com/gongsi/1ff18344c418ed1a1HJ72NS8ElU~.html,上城区
Python爬虫工程师,深圳,python,本科,3-5年,"[""\u722c\u866b"", ""\u7f51\u7edc\u722c\u866b\u6280\u672f"", ""Java"", ""\u722c\u866b\u7ecf\u9a8c"", ""NoSQL"", ""MySQL"", """", """", """"]","[20000, 30000]",13薪,"[""\u7ee9\u6548\u5956\u91d1"", ""\u5168\u52e4\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u4f01\u4e1a\u5e74\u91d1"", ""\u4e94\u9669\u4e00\u91d1"", ""\u80a1\u7968\u671f\u6743""]",招聘者,刘先生,0,深圳魔行科技有限公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221124/7bf6f160950405e955477a6bfe36f497f904656b399b488625b3566f7db481cd224b71a633738e1a.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/46168c7df2a37ff21HR52ti8GVRW.html?lid=2EkoQGq6XhW.search.26&securityId=ZzbVkPzaOkJWR-11UxRmG7eJttfDfKiSy4rn2LIN89sGicyMKwKegxJiqXGtl7ipbasIgx0Yk4SpIW7EN0uJyUnWuibfU-odn-5cQlOjJd-6TvPB2lM~&sessionId=,https://www.zhipin.com/gongsi/f0f2c9eb3316ef931Xdz09S_GFA~.html,南山区
Python爬虫实习生,北京,python,本科,6个月,"[""Python"", ""\u7f51\u7edc\u722c\u866b""]","[150, 300]",0薪,"[""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u9910\u8865"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5458\u5de5\u65c5\u6e38"", ""\u8282\u65e5\u798f\u5229"", ""\u52a0\u73ed\u8865\u52a9""]",高级架构师,曾先生,1,氢元数据,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190402/313ba20f1673d56f7ae96a70e218813f7cdcee7c67aa4c4c953b11e8cfe5646f.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[20, 99]",https://www.zhipin.com/job_detail/1ae1b8368733d1291HF92ty7EFI~.html?lid=2EkoQGq6XhW.search.27&securityId=wRNLtfsXg4fJN-i1AFkPire73u0tWn54LK7XYdVLXGRq0z65o2-iueqLSBL2W2HEqfN8fEWWlHDufH5gP9tS9alhICEZMXL4k5IYVLc1qINQJk8~&sessionId=,https://www.zhipin.com/gongsi/b303d046d6a16b4a03d93dy4.html,海淀区
高级爬虫python工程师,石家庄,python,大专,3-5年,"[""\u722c\u866b"", ""\u540e\u7aef"", ""Python"", ""Scrapy"", ""\u722c\u866b\u7ecf\u9a8c""]","[10000, 15000]",0薪,"[""\u514d\u8d39\u5348\u9910"", ""\u751f\u65e5\u798f\u5229"", ""\u56e2\u5efa\u805a\u9910"", ""\u5e26\u85aa\u5e74\u5047"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5de5\u9f84\u5956"", ""\u5168\u52e4\u5956"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u4e94\u9669\u4e00\u91d1"", ""\u8282\u65e5\u798f\u5229"", ""\u5458\u5de5\u65c5\u6e38""]",人资经理,梁女士,0,中数智创,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210727/7a267b00648c6bf17d5d9ba8744a316ee46d86a8091072bd7d98ec1f57f5e4ad.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[100, 499]",https://www.zhipin.com/job_detail/7f5a6aaaa8abe4271XB53du6FFNU.html?lid=2EkoQGq6XhW.search.28&securityId=5rAts8HgjlexK-k1EfY68cCfakTu3d1AVy4VYL1Ku464LTKVlUU77N80H88-hl_WjTm4XN5MIwW-v1ebAH0wO9G_tAwd3Yr3vLxSCC4_LKoFPszM3H0RwkcR-EF_Nmk3xXIPNFlX0Z-WSfTr-VBF1LE~&sessionId=,https://www.zhipin.com/gongsi/b69083af9176199d1nx-2N21ElQ~.html,裕华区
Python,北京,python,本科,3个月,"[""\u540e\u7aef"", ""\u722c\u866b"", ""\u6570\u636e\u5f00\u53d1"", ""Python""]","[200, 300]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u4ea4\u901a\u8865\u52a9"", ""\u514d\u8d39\u73ed\u8f66"", ""\u901a\u8baf\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u9910\u8865"", ""\u8282\u65e5\u798f\u5229"", ""\u5a31\u4e50\u5065\u8eab"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5458\u5de5\u65c5\u6e38"", ""\u4f4f\u623f\u8865\u8d34"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669""]",开发,刘女士,1,百度,"https://img.bosszhipin.com/beijin/mcs/banner/00c9c1238ae2c986f3e7741be97a9669cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/d0cf869301cb71f91XF509S8E1VW.html?lid=2EkoQGq6XhW.search.29&securityId=KJsLGJY3yC6Nv-i1c4b1nSQ2Xen8RrDIqDxKZwWi6PXF2FQz4kko-5Dmbvtu6_sHQc5_Ke24VGfdPvf-gY9ptkQ-zYNvAJb3tzOMRLnJNZ3D-VTL1qI~&sessionId=,https://www.zhipin.com/gongsi/1fcce9a1d32b4fa61Xd40t28EVM~.html,海淀区
Python,长沙,python,大专,1-3年,"[""\u540e\u7aef"", ""\u722c\u866b"", ""Python"", ""PHP"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", """", """"]","[10000, 14000]",0薪,无,招聘者,万先生,0,湖南智泰,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/b185b320dc2609221X193N27ElJU.html?lid=2EkoQGq6XhW.search.30&securityId=npffGIXaFutNJ-h1GMi8dHKbKeuXfYErcsnHiPsgN5LKoaCPrIJhyi-JwDtdOkkopogGbWkggkWzGPiF_PsXCmvpXIVygo_rd4kxmK9H1YFG1bzxOKc~&sessionId=,https://www.zhipin.com/gongsi/9a7f89c6400e84c81XB52N2-GVU~.html,岳麓区
Python 全栈,深圳,python,本科,1-3年,"[""Python"", ""\u91d1\u878d""]","[20000, 30000]",0薪,无,人事经理,谢女士,0,凝基(上海),"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",计算机硬件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/86390fe85632236b1nJ_0tu_FFJX.html?lid=2EiioDVI1xx.search.2&securityId=-5w0FcupPVNkc-L19MVawk1Qkg8ptVfGQ2KLkMdNfsf8yr70-ZcLtw0V4dA38rjBbhV07uarvtXfedwx2EWB-lJutf5Z1GxYAWbtYAlM-s3BJ8H-SiKG&sessionId=,https://www.zhipin.com/gongsi/18858b3cd8c4a9e01nV_2N69FFA~.html,福田区
Python 老师,长沙,python,学历不限,经验不限,"[""Python"", ""C/C++"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[2000, 3000]",0薪,无,招聘者,王女士,0,湖南百变教育科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,未融资,"[0, 20]",https://www.zhipin.com/job_detail/10b587cb738e6a0e1Xx-3d6-GVdQ.html?lid=2EiioDVI1xx.search.3&securityId=h13F3EdOX2eXn-P1SbKLOgIgC_jkYd6uB4pJs4059jnYBUmDw4N3XTh93EW3FBCts8ds_WceZYzKmJO9FL08zfuc1HzvtrIdgeaGszsEf77xfP5zdAWy&sessionId=,https://www.zhipin.com/gongsi/cb9c7570961076e81XZy3dW0Flc~.html,开福区
编程 c++ python,深圳,python,本科,在校/应届,"[""C++"", ""Java"", ""Python""]","[8000, 12000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5168\u52e4\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u8282\u65e5\u798f\u5229"", ""\u5e26\u85aa\u5e74\u5047""]",老师,余女士,0,网企科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20190517/7b2a6f03f1f448eac56600420d4fad3253efe99c16328e694c72719415d86e1f.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,C轮,"[100, 499]",https://www.zhipin.com/job_detail/ca173fe14ba361981nZz2di-GFFX.html?lid=2EiioDVI1xx.search.4&securityId=Q5v0mqRNFxdQu-e1VQm_3iwUG2qyyopryctkTeif1ch33Fz2aFzWYfpJuCym5V3oX_An-eGb69Ei2LagyJLRPLs2wtrXcLVh58j-0RKagUKkElVpyQ~~&sessionId=,https://www.zhipin.com/gongsi/6cf359dab73e5df31HV52Nm7Ew~~.html,南山区
Python 工程师,郑州,python,本科,3-5年,"[""\u6570\u636e\u5f00\u53d1"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[6000, 11000]",13薪,"[""\u9910\u8865"", ""\u4ea4\u901a\u8865\u52a9"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5168\u52e4\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u5458\u5de5\u65c5\u6e38""]",HR,王女士,0,讯鸟科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210624/2659e671e22b07a91f76c49b7f023a13b5341b09d3821b3cd1c88684b2bfaf4f.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/15b994224b4c0b061XB639q-F1pT.html?lid=2EiioDVI1xx.search.5&securityId=Tr6WVFfNlvvTe-d13frPGkXTYvf1QXBDrcsQ1cEoNVo0IcnWRBftxiKAj30zYip_47GtueRM7nTf6LsLZvWr21juaQGwogoi9UfQfw6e8eyZjXb8HtA~&sessionId=,https://www.zhipin.com/gongsi/ff78ddaa17c4c9141nN-0964FlU~.html,中原区
