title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Python,银川,python,本科,经验不限,"[""Java"", ""Redis"", ""\u540e\u7aef"", ""\u6570\u636e\u7ed3\u6784"", ""SQL"", ""\u722c\u866b"", ""\u722c\u866b\u7ecf\u9a8c"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]","[5000, 6000]",0薪,无,HR人事,李先生,0,云间来客网络科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/16dbfaf978cc91b11Xd509m_GVVT.html?lid=2DK7SNusSmn.search.30&securityId=LmewmDVB0IYt9-G1aw3xf5xadXYooZ9-3ERIj3LxkX5czsaazqYaf4FyreG0CfI6kN2L5upH4JFejDSZacB2BBxdx8WQepCXhJPLLTi8jwahSD-9l_Ru&sessionId=,https://www.zhipin.com/gongsi/0c988f7e4cb8fa3d1XV93tq5EVs~.html,金凤区
人工智能算法实习生,南京,算法,本科,6个月,"[""\u673a\u5668\u5b66\u4e60"", ""\u5927\u6a21\u578b\u7b97\u6cd5"", ""C/C++""]","[150, 300]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u80a1\u7968\u671f\u6743"", ""\u5e26\u85aa\u5e74\u5047""]",人事,林女士,1,蔚蓝智能科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20200506/c0bf53605e725c667f09b304deda882e4aa41da04c37efd922c8d0af99b1a3ca.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,A轮,"[100, 499]",https://www.zhipin.com/job_detail/f6382f639bdc29891HJ-2tq7GVpQ.html?lid=2DyjK4lHBMm.search.2&securityId=KZsuKdeCbeE4G-61xL6fR9zRF6u6uXaWlzimISKPodbjJbiJfGqJjsbgRUtW9belJxUBJcXFlUekKPJqixq9F-XgMQmgDPlkb67MzP0b0eHxAx30bw~~&sessionId=,https://www.zhipin.com/gongsi/3eece4f6bd27d58a33V839m9EQ~~.html,浦口区
人工智能算法工程师,武汉,算法,本科,5-10年,"[""\u5927\u6a21\u578b\u7b97\u6cd5"", ""\u6df1\u5ea6\u5b66\u4e60"", ""\u673a\u5668\u5b66\u4e60"", ""\u81ea\u7136\u8bed\u8a00\u5904\u7406\u7b97\u6cd5"", """", """", """", """", """"]","[20000, 35000]",13薪,无,HR,袁女士,0,易途客,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",运营商/增值服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/72f215132af9a9811Hd43tW7GVdT.html?lid=2DyjK4lHBMm.search.3&securityId=29bmIUoJwS8y2-T1JsEOko1OpLz_Y-e6rYEF3eGY7Uh8BuVdQpHhy8GdFykZYNdlFMFhlLgVL3RI2JMdWaUomHov0oGOGYAF09w6I7zJy6j6slnWkyo_&sessionId=,https://www.zhipin.com/gongsi/098ce8fd24e2829b1nN52t-6FlU~.html,江岸区
人工智能算法专家,重庆,算法,硕士,5-10年,"[""\u6df1\u5ea6\u5b66\u4e60"", ""\u673a\u5668\u5b66\u4e60"", ""\u56fe\u50cf\u7b97\u6cd5"", ""\u89c4\u63a7\u7b97\u6cd5"", """", """", """", """"]","[11000, 20000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669""]",ceo,陈先生,0,巨瑞,"https://img.bosszhipin.com/beijin/upload/com/logo/20191216/70f684bf3abb295d1c9bac1c87fdf8e205ddbcf63b972ad5822cc6aa447b2b59.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/334fef096b16c6e81Hd_3ti_ElJQ.html?lid=2DyjK4lHBMm.search.4&securityId=guAfEmT6hkUZx-c1jGFYif8hz6lOKENcmty-MnNyjzbMQD6GzVmQt1nRmJXObJkUf-xDyM6SuxgM261W2SQZpCyVQHqtOyDBPX_rBhgzPNjV9EwxaQ~~&sessionId=,https://www.zhipin.com/gongsi/d0f77d0848af39a90Xxz3d28GQ~~.html,江北区
人工智能算法工程师,廊坊,算法,本科,1年以内,"[""\u6df1\u5ea6\u5b66\u4e60"", ""\u5f3a\u5316\u5b66\u4e60"", ""\u591a\u6a21\u6001\u7b97\u6cd5"", ""\u901a\u4fe1\u7b97\u6cd5"", ""\u5176\u4ed6"", ""Python"", """"]","[6000, 11000]",0薪,无,行政人事,顾女士,0,华信正能,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170121/c31732d613fe83e3a5ff8b3c556f59c1a8fe942ee0e9c10e0b0fbd2f49684ae1.jpg?x-oss-process=image/resize,w_100,limit_0",其他行业,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/34b6c054025a05971HJ53Nq9GFJX.html?lid=2DyjK4lHBMm.search.5&securityId=-GxB0QXXTlKg2-61biMUac8jKlqbU1Gg5HhU_MNat3FlwWdZXm6JyrdupSG73i1C4bo25tkGdvtN0bL9tH7JNHqoCAmS0hx7j9CayMzw21nO0Dhf&sessionId=,https://www.zhipin.com/gongsi/0a4d91706b18e76e1HN709i_.html,
人工智能算法工程师,台州,算法,本科,经验不限,"[""\u5927\u6a21\u578b\u7b97\u6cd5"", ""\u901a\u4fe1\u7b97\u6cd5"", ""Python"", ""\u53c2\u52a0\u7b97\u6cd5\u76f8\u5173\u7ade\u8d5b/\u83b7\u5956"", """"]","[8000, 13000]",13薪,无,人事,吴女士,0,银信长远,"https://img.bosszhipin.com/beijin/upload/com/logo/20230512/7b5b554d84f9729c210f1fb258cd23c98ce464c447ac44f6ab19eb46bcc6568e016ed78b7cd4fb82.jpg?x-oss-process=image/resize,w_100,limit_0",计算机服务,未融资,"[100, 499]",https://www.zhipin.com/job_detail/9e76c50d636825eb1HJ50tq7FFRW.html?lid=2DyjK4lHBMm.search.6&securityId=mzVP581kS6lfG-v1fQxpriLgtqk4l9_YDbbkollmGXEVu1P0lwgA4YXk9SHCtuKhX4H4gR1sn8UVS7wejVmr79GzFhnGs1o-RzwAikzc4_FuFeW2Ct4h&sessionId=,https://www.zhipin.com/gongsi/ef9e5e43d19f13221XR909i-ElI~.html,椒江区
人工智能算法工程师,郑州,算法,本科,1-3年,"[""\u6df1\u5ea6\u5b66\u4e60"", ""\u673a\u5668\u5b66\u4e60"", ""\u5f3a\u5316\u5b66\u4e60"", ""\u81ea\u7136\u8bed\u8a00\u5904\u7406\u7b97\u6cd5"", """", """", """", """", """"]","[10000, 11000]",0薪,无,招聘者,唐先生,0,苏利文信息科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/25b7175e317635bd1HB-29m6GFZT.html?lid=2DyjK4lHBMm.search.7&securityId=R7Lhquv9Zg7vE-Y1RKc6a9vOuvD1R-r3Fk5ok-IPPcq4XSa8WiYpi9iY5ysacShJq7DLFdG758YbJshn9dVIaO4j153qOGYmYBAHhfeUukghbNowtEod&sessionId=,https://www.zhipin.com/gongsi/7ab15d0dbb12069b1HV-29S6GFo~.html,二七区
人工智能算法工程师,绍兴,算法,本科,3-5年,"[""CNN"", ""TensorFlow"", ""PyTorch"", ""Caffe"", ""Keras""]","[6000, 10000]",0薪,"[""\u52a0\u73ed\u8865\u52a9"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e74\u7ec8\u5956""]",行政人事,杨女士,0,浙江微因医学诊断,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗器械,未融资,"[20, 99]",https://www.zhipin.com/job_detail/08afd7e944e1dfd81nZ43dy9FFVQ.html?lid=2DyjK4lHBMm.search.8&securityId=0gbTSjtrD7OQm-P13fCWeaqZui_y9eBsfRHs2101un08DFRSVSkz84IrxN1AhvAhmIQfItsFPdaAvt9h2GQRbftHnJ1mQO5_3ke-86CM0W4mZSerXg~~&sessionId=,https://www.zhipin.com/gongsi/9e8a1cc42070d4be0XJ-09m7Eg~~.html,诸暨市
人工智能算法研究员,香港,算法,博士,3-5年,"[""\u7814\u7a76\u5bfc\u5411"", ""\u641c\u7d22/\u63a8\u8350"", ""\u8bed\u97f3/\u56fe\u50cf\u8bc6\u522b"", ""\u4e91\u8ba1\u7b97"", ""Python"", """", """", """", """", """", """", """", """"]","[20000, 40000]",0薪,无,运营总监,高女士,0,上海沃尔得教育信...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",学术/科研,未融资,"[20, 99]",https://www.zhipin.com/job_detail/df4fa6dbb3b2d68a1HZ409-6EFFU.html?lid=2DyjK4lHBMm.search.9&securityId=voXBV3Kgx94an-X1VYqQaQNNWCi-HXLOsufqOnO68mH8Bv3W5qvyhPX_bNFGb4smaDMqTykZNm5-vcc7yhaoF49VQRgfGSnefHEosv_Ine0FCSjcV5FK&sessionId=,https://www.zhipin.com/gongsi/e783426e0f8625a61Xd92NS-GVc~.html,
人工智能算法工程师,北京,算法,大专,5-10年,"[""\u673a\u5668\u5b66\u4e60"", ""\u63a8\u8350\u7cfb\u7edf"", ""\u4eba\u5de5\u667a\u80fd"", ""\u7535\u5546\u677f\u5757"", ""\u63a8\u8350\u7b97\u6cd5"", """"]","[15000, 28000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u8282\u65e5\u798f\u5229"", ""\u9910\u8865"", ""\u5e26\u85aa\u5e74\u5047"", ""\u52a0\u73ed\u8865\u52a9"", ""\u514d\u8d39\u73ed\u8f66"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5458\u5de5\u65c5\u6e38"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",高级招聘专员,段女士,0,中软国际,"https://img.bosszhipin.com/beijin/mcs/banner/5ceba8561d592ff6849e8a0525aacbfecfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/e4dfa4934558bebb1HN43968FlNU.html?lid=2DyjK4lHBMm.search.11&securityId=veEWDTMzuLqe_-G14KetidqGm-xKYlU3oJVRI48GcaGXBmL366XxXBLz0ZAmbSP5jvuusWhGaqa3sTx7x5yGFkHYVljXaQZ2kn0sbTi_ECRNS_JHohMN_iUQHHNB_EZDPbpZyneco-ePhJneeQ~~&sessionId=,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html,昌平区
人工智能算法工程师,北京,算法,硕士,5-10年,"[""\u4e1a\u52a1\u5bfc\u5411"", ""\u8bed\u97f3/\u56fe\u50cf\u8bc6\u522b"", ""TensorFlow/PyTorch"", """", """", """", """"]","[30000, 50000]",15薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u4e94\u9669\u4e00\u91d1""]",研发经理,徐先生,0,英迈琪,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220516/7bf6f160950405e9491ad36f0c9de487dbcf3757c78be905f0c6ea3e84783ed02850a1c796196742.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/a539c8f7a3c286ed1XB62Nq5GFdQ.html?lid=2DyjK4lHBMm.search.12&securityId=DkvQS7qmoRa6S-V1NNuib5XtERe-tCvKGGWOS5PT9BL15_H6xUdGnOQfPFabdA9J4YlDor4GGi-yyjlBFw2Elii6jAdh9XQS9mn2ENztok1jrZpfmoI~&sessionId=,https://www.zhipin.com/gongsi/73a8b518588bfbfe0HJ62Nu1EA~~.html,海淀区
人工智能算法工程师,北京,算法,本科,1-3年,"[""Python"", ""Java"", ""TensorFlow"", ""PyTorch"", ""\u89c6\u89c9\u56fe\u50cf\u7b97\u6cd5"", """", """", """"]","[12000, 24000]",0薪,"[""\u5458\u5de5\u65c5\u6e38"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5168\u52e4\u5956"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u4f4f\u623f\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4e94\u9669\u4e00\u91d1"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956""]",技术,韩先生,0,聚匠艺传媒,"https://img.bosszhipin.com/beijin/upload/com/logo/20210406/7fecb7ad6826f05fa49cebeb777df1a35f35d77110d5f5d2387671be17aae6b3.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[20, 99]",https://www.zhipin.com/job_detail/61cb0b5354dee66e0XZy29S0F1E~.html?lid=2DyjK4lHBMm.search.13&securityId=PeghKkPseMq9A-b1xniIAYKHmBqb2CIQxBTBSw0QfO1sQNox00n_-q-xu3W4kZF8-fFyJ419Yh0BSmAjSXXK1xQENIA-9VovRfkQecpFt8ESWPUm&sessionId=,https://www.zhipin.com/gongsi/81c28dc33431e6011HR63N24EQ~~.html,大兴区
人工智能算法工程师,合肥,算法,硕士,经验不限,"[""C/C++"", ""\u536b\u661f\u9065\u611f"", ""\u673a\u5668\u5b66\u4e60\u7b97\u6cd5/\u5de5\u7a0b\u5316\u7ecf\u9a8c"", """", """", """", """", """"]","[12000, 24000]",0薪,"[""\u5b9a\u671f\u4f53\u68c0"", ""\u4f4f\u623f\u8865\u8d34"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u5458\u5de5\u65c5\u6e38"", ""\u8282\u65e5\u798f\u5229"", ""\u4ea4\u901a\u8865\u52a9"", ""\u4e94\u9669\u4e00\u91d1"", ""\u9910\u8865""]",招聘者,马先生,0,中科星图,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190328/aaf8291a00af42eadd4f0da7fcee5f8957b5d2d78a604a5a8eff931fb5507d36.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/c807757828c15eaa1XFz2NS_GFNU.html?lid=2DyjK4lHBMm.search.14&securityId=LCKRXfOUTz1CA-E1G-7NGTEoeFeY8092yH9ax6lx5lEr9j8EB2Xeg9RszSR1_WaGpuW0_FXXUwEvBa2cjozxUE7INhr-sTvOFD8c9p2N-l7rQ6jFKg~~&sessionId=,https://www.zhipin.com/gongsi/b5d93be53acbd27c1HJ92tW_GQ~~.html,蜀山区
人工智能算法工程师,哈尔滨,算法,硕士,在校/应届,"[""\u8bed\u97f3/\u56fe\u50cf\u8bc6\u522b"", ""Java"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", """", """"]","[10000, 15000]",0薪,无,招聘专员,戴女士,0,中国联通哈尔滨软研院,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[500, 999]",https://www.zhipin.com/job_detail/34b1e57ac0f591f61HV83929GFVQ.html?lid=2DyjK4lHBMm.search.15&securityId=qqrMxpq06OAGU-W1pv1peMbN-EybDeVIHA6jrexf0QBAgjHd7FMXRH1hW0EUs0QGzKz7tc0R5TFGq4rVjcVZg4j5IZtAswWHqRHKE2PtvdBHiCOIv26P&sessionId=,https://www.zhipin.com/gongsi/95bc4a804490d6661nZz09u5FlE~.html,香坊区
人工智能算法工程师,北京,算法,硕士,1年以内,"[""Tensorflow"", ""\u673a\u5668\u5b66\u4e60"", ""Caffe""]","[30000, 50000]",0薪,无,CEO,徐先生,0,北京阿法龙科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20181114/24bd5be5f70ca2aa489f43b61780c8d662d15600f0a29b0d293b593fdb1af511.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,A轮,"[20, 99]",https://www.zhipin.com/job_detail/80c61fe0c109bbe51X183tm5EVI~.html?lid=2DyjK4lHBMm.search.16&securityId=LV7S6aZbossuB-U1MstSZW8gZtIdvTYbw507IMEW8Dd0PVxxAJgeTZDiJGUbbaYD4BSWRuwh4q_PM0g71v2myilh78HhFwmAzhpkWG8lxFMETcU~&sessionId=,https://www.zhipin.com/gongsi/d63a57f596105a541HR_2t-8Fg~~.html,顺义区
人工智能算法工程师,上海,算法,本科,1-3年,"[""\u65e0\u660e\u663e\u4fa7\u91cd"", ""\u4e91\u8ba1\u7b97"", ""C/C++"", ""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", """", """"]","[20000, 30000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u8282\u65e5\u798f\u5229"", ""\u5e26\u85aa\u5e74\u5047""]",HR,于女士,0,上海人工智能网络...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",信息安全,未融资,"[20, 99]",https://www.zhipin.com/job_detail/c85dda34716fa6541HVz29W0ElJQ.html?lid=2DyjK4lHBMm.search.17&securityId=Y9pMDJ8Qaeki0-X18rUNYgQFisA7P-Qyc2DJDR1hIWFcyqbxtoIAGBPzxzb_m2kG1XfbjjZM6m1XSHC9x6WaDO-dCcFsy6R-Np2S7-sIeBxrcGpvnKM~&sessionId=,https://www.zhipin.com/gongsi/173dbf7e0b8c06b21Xx739S6GFo~.html,浦东新区
人工智能算法研究员,杭州,算法,本科,1年以内,"[""AI\u8bad\u7ec3""]","[13000, 26000]",14薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8282\u65e5\u798f\u5229"", ""\u4ea4\u901a\u8865\u52a9"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u9910\u8865""]",人事助理,方女士,0,智芯科,"https://img.bosszhipin.com/beijin/upload/com/logo/20191023/f9efc2d3f7fd7ec32c0c9a193fe927e3c761d54c1fa88a1069ceb7213c0d175e.jpg?x-oss-process=image/resize,w_100,limit_0",电子/半导体/集成电路,A轮,"[20, 99]",https://www.zhipin.com/job_detail/4d247522a87dae561HVy0tm0FlNU.html?lid=2DyjK4lHBMm.search.18&securityId=LUziCBiqCp1JC-M1DcjYCu4l1jWNE-8gPAq5v-X2xrFsg_0-hcpSGx3EWjzG1FfFKLOoRVnmZA-1_zTRba6KoZqk0ZiWmRwfg-6UuwAJzXrGSgWoKA~~&sessionId=,https://www.zhipin.com/gongsi/8457349a7b9062930Xd70tS1GA~~.html,萧山区
人工智能算法工程师,晋城,算法,本科,3-5年,"[""Java""]","[15000, 25000]",0薪,"[""\u4ea4\u901a\u8865\u52a9"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u514d\u8d39\u73ed\u8f66"", ""\u751f\u65e5\u798f\u5229"", ""\u5458\u5de5\u65c5\u6e38"", ""\u8282\u5047\u65e5\u52a0\u73ed\u8d39"", ""\u56e2\u5efa\u805a\u9910"", ""\u5de5\u9f84\u5956"", ""\u5168\u52e4\u5956"", ""\u8282\u65e5\u798f\u5229"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210""]",HR,马先生,0,山西旺鸿商贸有限公司,"https://img.bosszhipin.com/beijin/upload/com/logo/20220708/7b5b554d84f9729ceb37dd6c6f3a51b558f4ffb7db5e321d03b9b8f3f7a6ea98a6683ade11877c85.jpg?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/a53dff34758983401XF93dW5GFZT.html?lid=2DyjK4lHBMm.search.19&securityId=hPnKUbFHErQCi-21S_OqVfR-FL7HLzWyL8Gn3_7PTm-zTMfbcAiqNIRJJyHEZ4OkOI-Ci1H7eEE1sBsbWeQV-GnkfZ7o8Pz_93n9lOGE_lgHhxIV85dl&sessionId=,https://www.zhipin.com/gongsi/c9e94018314b5fb31XVy2di7FlU~.html,
人工智能算法工程师,厦门,算法,硕士,1-3年,"[""C++"", ""\u673a\u5668\u5b66\u4e60\u7b97\u6cd5"", ""\u4eba\u8138\u8bc6\u522b"", ""GAN"", ""\u6570\u636e\u5f00\u53d1"", """", """", """"]","[15000, 20000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5168\u52e4\u5956"", ""\u5e26\u85aa\u5e74\u5047""]",HR,林先生,0,欧赞商业,"https://img.bosszhipin.com/beijin/upload/com/logo/20190628/7992880d3ce129c793d9f1d6b8ac163c119c690133df785e0a060f3e82d4a9df.jpg?x-oss-process=image/resize,w_100,limit_0",珠宝/首饰,未融资,"[500, 999]",https://www.zhipin.com/job_detail/799f53902890fb151XZ839q5ElpQ.html?lid=2DyjK4lHBMm.search.20&securityId=qJ-qwAwCT5fsZ-u1T6wZraSE4CferWN8ll51D9f1hyXxDcJZf10eVKrT78FxLdwosbBusid-yGP5Ul9Gf0GslDXyHLDkoHC6E7pBw4nRVNrY7MgVOA~~&sessionId=,https://www.zhipin.com/gongsi/8ba869828d89e9e103N42tq-FQ~~.html,思明区
算法,北京,算法,硕士,在校/应届,"[""\u6df1\u5ea6\u5b66\u4e60\u7b97\u6cd5"", ""\u63a8\u8350\u7b97\u6cd5"", ""\u641c\u7d22\u7b97\u6cd5"", ""\u5e7f\u544a\u7b97\u6cd5"", """"]","[25000, 35000]",14薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u80a1\u7968\u671f\u6743"", ""\u514d\u8d39\u73ed\u8f66"", ""\u5e74\u7ec8\u5956"", ""\u5e26\u85aa\u5e74\u5047"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5458\u5de5\u65c5\u6e38"", ""\u9910\u8865"", ""\u5168\u52e4\u5956"", ""\u8282\u65e5\u798f\u5229""]",供应链研发总监,许先生,0,沃东天骏信息技术,"https://img.bosszhipin.com/beijin/upload/com/logo/20190621/948be55d91ad0928995c51107c5caf942679d766b05d3a47a291674c9a99db9b.png?x-oss-process=image/resize,w_100,limit_0",电子商务,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/522302d8a9803dab0HVz39u9EVY~.html?lid=2DyjK4lHBMm.search.21&securityId=6dK01urxd7TrT-r1HhE7Cfe1Q_exftlegw6vDE7WhHvY1QJ7Q09Yc9v71CWT7imwXQyhcH_Sw_EZSTjDZTMddbWOfDCj5LWCsQX5cVWUPWiMKPLh&sessionId=,https://www.zhipin.com/gongsi/e4fb3795eccaa5161XF50tS-Eg~~.html,大兴区
算法,北京,算法,本科,1-3年,"[""C++""]","[12000, 24000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u9910\u8865"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u8282\u65e5\u798f\u5229""]",HR经理,程女士,0,金洲数控,"https://img.bosszhipin.com/beijin/upload/com/logo/20210908/7b5b554d84f9729cfac97abbef085d529551211e333685301d6a076eb9b3a4772cefd359e043f943.png?x-oss-process=image/resize,w_100,limit_0",仪器仪表/工业自动化,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/953276060832011c1n1y0tu7FFdX.html?lid=2DyjK4lHBMm.search.22&securityId=g2uGxHWgWDW4v-h1pvF8lqLNXESB8HV7bpa-pJZlFSmWYzZX7fydqBmHa_5KbOeFZ9To9GzYTCs2PtMbjd2yROzxVLIXdCg73_dV3pKVZtePRVP7oL8~&sessionId=,https://www.zhipin.com/gongsi/682b5d979d9ded921nV92d-0Elo~.html,海淀区
人工智能算法工程师,上海,算法,硕士,1-3年,"[""\u4eba\u5de5\u667a\u80fd"", ""AI"", ""\u7b97\u6cd5"", ""\u6df1\u5ea6\u5b66\u4e60"", ""\u673a\u5668\u5b66\u4e60"", ""\u5927\u6570\u636e\u6a21\u578b""]","[20000, 40000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8282\u65e5\u798f\u5229"", ""\u80a1\u7968\u671f\u6743""]",人力资源,陈女士,0,上海金珵科技有限公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240611/7bf6f160950405e97ecd3a78b572c46d04f489eeea85a55f116b475420877575289d9e0a86c03e50.png.webp?x-oss-process=image/resize,w_100,limit_0",人工智能,未融资,"[0, 20]",https://www.zhipin.com/job_detail/b8333da00aded7811HB_3t-9ElNQ.html?lid=2DyjK4lHBMm.search.23&securityId=5c5R2R6txqRCD-W1FqKgFByQy-RexryMJqbGVYJDeJTKnGngKiyj_vdVI0zwZEFOnXPh4WBC0RF8GRyjFkG_1oHI7YRxvuG3W41QchqNTl7ehEec8eHX&sessionId=,https://www.zhipin.com/gongsi/2a49765a1a93d49e1HZ-3dq6EFc~.html,
人工智能 高级算法工程师,成都,算法,本科,3-5年,"[""\u56fe\u50cf\u5904\u7406\u5e93\uff08OpenCV\u7b49\uff09"", ""\u673a\u5668\u5b66\u4e60"", ""\u6df1\u5ea6\u5b66\u4e60"", ""\u56fe\u50cf\u751f\u6210"", """", """", """", """"]","[12000, 18000]",13薪,"[""\u80a1\u7968\u671f\u6743"", ""\u56e2\u5efa\u805a\u9910"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229"", ""\u5e26\u85aa\u5e74\u5047"", ""\u751f\u65e5\u798f\u5229"", ""\u9910\u8865"", ""\u5e74\u7ec8\u5956"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u901a\u8baf\u8865\u8d34"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5458\u5de5\u65c5\u6e38""]",HRBP,余女士,0,诺比侃,"https://img.bosszhipin.com/beijin/upload/com/logo/20190518/b9ecf4fcf01a4cf1a3bf810b36ce9a50ef3ed400e2d4deaf66fffd62f047d8bf.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,C轮,"[100, 499]",https://www.zhipin.com/job_detail/99bb31a557bf35af1HBz09y7F1dW.html?lid=2DyjK4lHBMm.search.24&securityId=rjkuMbMDIxime-s1_0S2AMR2W2v7zk2VtmP9UI_hwNmpBRLSqVYAw67uq5Um9bcGkHVAzh7jv_PVO46N9tTXb2fkVgxxH22rbb8u9aY3fPlSQBLfp6f5PER_sjRU_lILvlFxbHEKDlABabt_OLNzWA~~&sessionId=,https://www.zhipin.com/gongsi/b7607cae6ce90fc30XF43dq-.html,双流区
